Age_Group,Gender,Department,Job_Level,Tenure,Work_Arrangement,Employment_Type,Training_Recency,Role_Specific_Training,Self_Rated_Knowledge,Phishing_Score,Phishing_Pass,Password_Change_Freq,MFA_Use,Personal_Device_Use,Report_Suspicious_Email,Admin_Privileges,Security_Culture_Perception,Stress_Level,Time_Pressure,IT_Support_Confidence,Incidents_Caused_Category,Incidents_Raw_Count,Security_Behavior_Tags
25-34,Female,IT,Intermediate,> 10 yrs,Fully Remote,Permanent,< 3 months,No,3,43,No,Sometimes,Never,Rarely,Rarely,No,5,3,3,4,2-3,2,Remote_Work
55+,Female,Finance,Manager,3-5 yrs,On-site,Permanent,6-12 mo,Yes,3,49,No,Never,Sometimes,Often,Rarely,Yes,4,4,1,4,2-3,3,"Uses_MFA,Personal_Device_Use,Admin_Priv"
25-34,Male,Operations,Intermediate,3-5 yrs,Fully Remote,Permanent,3-6 mo,Yes,5,68,Yes,Rarely,Always,Sometimes,Sometimes,No,2,3,2,4,0,0,"Uses_MFA,Personal_Device_Use,Remote_Work"
25-34,Female,Sales,Entry,< 1 yr,On-site,Intern,Never,No,3,33,No,Rarely,Always,Never,Rarely,No,3,4,2,3,2-3,2,Uses_MFA
25-34,Male,Finance,Entry,< 1 yr,Hybrid,Permanent,3-6 mo,No,4,75,Yes,Sometimes,Always,Always,Always,Yes,3,5,3,3,2-3,3,"Uses_MFA,Reports_Phishing,Personal_Device_Use,Admin_Priv"
18-24,Male,Finance,Manager,1-3 yrs,On-site,Permanent,< 3 months,Yes,4,89,Yes,Rarely,Always,Never,Rarely,No,4,3,3,3,1,1,Uses_MFA
45-54,Male,IT,Entry,1-3 yrs,Hybrid,Permanent,< 3 months,No,3,52,No,Always,Always,Often,Often,Yes,4,3,5,5,0,0,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use,Admin_Priv"
25-34,Male,R&D,Intermediate,1-3 yrs,On-site,Permanent,6-12 mo,No,4,61,Yes,Sometimes,Always,Sometimes,Often,No,2,4,4,4,2-3,2,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
25-34,Male,Other,Intermediate,1-3 yrs,Fully Remote,Permanent,< 3 months,Yes,4,41,No,Rarely,Always,Sometimes,Sometimes,No,2,2,3,4,0,0,"Uses_MFA,Personal_Device_Use,Remote_Work"
25-34,Male,IT,Director,5-10 yrs,Hybrid,Permanent,< 3 months,Yes,5,57,No,Always,Always,Never,Sometimes,Yes,3,3,4,1,0,0,"Uses_MFA,Early_Password_Change,Admin_Priv"
35-44,Non-binary,R&D,Intermediate,3-5 yrs,Hybrid,Permanent,< 3 months,Yes,5,73,Yes,Sometimes,Always,Often,Sometimes,No,4,4,5,4,1,1,"Uses_MFA,Personal_Device_Use"
45-54,Female,Sales,Intermediate,1-3 yrs,Fully Remote,Permanent,3-6 mo,No,2,52,No,Always,Always,Always,Always,Yes,3,4,4,2,2-3,3,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use,Remote_Work,Admin_Priv"
18-24,Male,IT,Intermediate,1-3 yrs,On-site,Contractor,3-6 mo,Yes,3,40,No,Rarely,Always,Sometimes,Rarely,No,4,3,2,4,2-3,3,"Uses_MFA,Personal_Device_Use"
45-54,Female,Marketing,Intermediate,5-10 yrs,On-site,Contractor,< 3 months,Yes,3,67,Yes,Never,Always,Never,Always,Yes,1,3,3,4,0,0,"Uses_MFA,Reports_Phishing,Admin_Priv"
35-44,Female,Finance,Entry,1-3 yrs,On-site,Permanent,6-12 mo,Yes,3,57,No,Always,Sometimes,Sometimes,Sometimes,No,4,3,4,5,2-3,3,"Uses_MFA,Early_Password_Change,Personal_Device_Use"
25-34,Female,Sales,Entry,1-3 yrs,On-site,Permanent,3-6 mo,No,3,67,Yes,Rarely,Always,Sometimes,Sometimes,No,4,3,4,1,2-3,2,"Uses_MFA,Personal_Device_Use"
45-54,Male,R&D,Intermediate,1-3 yrs,On-site,Permanent,3-6 mo,Yes,3,81,Yes,Often,Always,Sometimes,Rarely,No,5,4,4,5,0,0,"Uses_MFA,Early_Password_Change,Personal_Device_Use"
18-24,Male,Sales,Intermediate,5-10 yrs,On-site,Contractor,3-6 mo,No,4,65,Yes,Often,Always,Never,Sometimes,Yes,4,4,3,4,2-3,3,"Uses_MFA,Early_Password_Change,Admin_Priv"
25-34,Female,Operations,Director,5-10 yrs,Hybrid,Permanent,< 3 months,Yes,3,40,No,Never,Sometimes,Sometimes,Never,No,5,3,4,3,2-3,2,"Uses_MFA,Personal_Device_Use"
25-34,Male,Marketing,Entry,< 1 yr,On-site,Permanent,6-12 mo,No,3,48,No,Often,Never,Always,Often,No,4,3,4,3,0,0,"Early_Password_Change,Reports_Phishing,Personal_Device_Use"
25-34,Male,Other,Manager,> 10 yrs,Hybrid,Permanent,> 12 mo,Yes,4,60,Yes,Sometimes,Sometimes,Rarely,Rarely,No,2,5,5,4,1,1,Uses_MFA
45-54,Male,IT,Entry,1-3 yrs,Hybrid,Permanent,< 3 months,Yes,3,65,Yes,Often,Always,Often,Often,No,3,4,3,5,1,1,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use"
18-24,Female,Sales,Manager,< 1 yr,Hybrid,Permanent,6-12 mo,Yes,1,45,No,Always,Always,Often,Rarely,No,5,3,3,4,2-3,2,"Uses_MFA,Early_Password_Change,Personal_Device_Use"
45-54,Female,Operations,Entry,< 1 yr,On-site,Permanent,3-6 mo,Yes,1,67,Yes,Often,Always,Never,Rarely,No,4,3,2,3,2-3,3,"Uses_MFA,Early_Password_Change"
25-34,Male,HR,Entry,1-3 yrs,On-site,Permanent,6-12 mo,No,4,70,Yes,Never,Never,Sometimes,Always,Yes,5,3,3,3,1,1,"Reports_Phishing,Personal_Device_Use,Admin_Priv"
35-44,Male,R&D,Manager,> 10 yrs,On-site,Permanent,< 3 months,No,2,52,No,Rarely,Never,Sometimes,Often,No,4,4,1,4,2-3,3,"Reports_Phishing,Personal_Device_Use"
45-54,Female,Sales,Executive,3-5 yrs,Hybrid,Permanent,3-6 mo,Yes,5,58,No,Always,Always,Often,Rarely,No,3,3,4,2,2-3,2,"Uses_MFA,Early_Password_Change,Personal_Device_Use"
35-44,Male,Operations,Entry,1-3 yrs,Fully Remote,Permanent,3-6 mo,No,2,54,No,Often,Sometimes,Sometimes,Rarely,No,3,4,3,5,>3,5,"Uses_MFA,Early_Password_Change,Personal_Device_Use,Remote_Work"
25-34,Female,Sales,Intermediate,< 1 yr,Hybrid,Contractor,3-6 mo,Yes,5,92,Yes,Sometimes,Always,Often,Always,No,3,3,4,4,1,1,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
25-34,Female,Marketing,Director,5-10 yrs,Fully Remote,Permanent,> 12 mo,No,3,36,No,Often,Always,Rarely,Sometimes,No,4,3,3,5,0,0,"Uses_MFA,Early_Password_Change,Remote_Work"
25-34,Male,Sales,Intermediate,1-3 yrs,Hybrid,Permanent,Never,Yes,4,52,No,Always,Always,Sometimes,Often,No,1,4,3,2,1,1,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use"
25-34,Female,Finance,Director,5-10 yrs,Hybrid,Permanent,< 3 months,Yes,3,65,Yes,Sometimes,Always,Often,Sometimes,No,3,3,5,4,0,0,"Uses_MFA,Personal_Device_Use"
25-34,Male,Marketing,Entry,3-5 yrs,Hybrid,Permanent,3-6 mo,No,4,34,No,Sometimes,Never,Often,Often,No,3,3,5,4,1,1,"Reports_Phishing,Personal_Device_Use"
25-34,Female,IT,Manager,1-3 yrs,Hybrid,Permanent,Never,Yes,2,67,Yes,Always,Sometimes,Never,Rarely,No,3,4,3,3,2-3,3,"Uses_MFA,Early_Password_Change"
25-34,Male,IT,Manager,3-5 yrs,On-site,Contractor,> 12 mo,Yes,5,48,No,Rarely,Sometimes,Never,Often,No,4,5,4,3,0,0,"Uses_MFA,Reports_Phishing"
35-44,Prefer not to say,Sales,Intermediate,5-10 yrs,On-site,Permanent,6-12 mo,Yes,4,62,Yes,Often,Always,Rarely,Always,No,3,4,4,4,1,1,"Uses_MFA,Early_Password_Change,Reports_Phishing"
35-44,Female,Marketing,Entry,< 1 yr,On-site,Permanent,Never,Yes,3,42,No,Never,Always,Rarely,Sometimes,No,5,1,5,1,1,1,Uses_MFA
25-34,Male,Sales,Entry,1-3 yrs,On-site,Permanent,< 3 months,Yes,1,73,Yes,Never,Always,Always,Rarely,Yes,3,1,5,4,1,1,"Uses_MFA,Personal_Device_Use,Admin_Priv"
35-44,Male,R&D,Entry,< 1 yr,Hybrid,Permanent,3-6 mo,No,3,78,Yes,Sometimes,Always,Rarely,Never,No,4,3,3,3,0,0,Uses_MFA
25-34,Male,IT,Intermediate,5-10 yrs,On-site,Permanent,6-12 mo,Yes,3,57,No,Often,Sometimes,Always,Sometimes,No,2,3,3,1,>3,4,"Uses_MFA,Early_Password_Change,Personal_Device_Use"
25-34,Male,Sales,Intermediate,1-3 yrs,On-site,Permanent,< 3 months,Yes,5,76,Yes,Rarely,Always,Never,Sometimes,No,3,3,3,4,0,0,Uses_MFA
25-34,Female,R&D,Manager,5-10 yrs,On-site,Permanent,> 12 mo,Yes,3,30,No,Sometimes,Never,Never,Sometimes,No,2,4,5,1,2-3,3,None
18-24,Male,IT,Manager,> 10 yrs,On-site,Permanent,3-6 mo,No,4,75,Yes,Often,Always,Always,Rarely,No,3,3,4,2,1,1,"Uses_MFA,Early_Password_Change,Personal_Device_Use"
25-34,Male,Finance,Intermediate,3-5 yrs,On-site,Contractor,Never,Yes,3,23,No,Sometimes,Always,Often,Often,No,3,4,4,4,2-3,3,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
35-44,Female,Finance,Intermediate,1-3 yrs,Hybrid,Permanent,< 3 months,Yes,5,58,No,Rarely,Always,Sometimes,Always,No,4,5,3,3,1,1,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
35-44,Female,IT,Entry,< 1 yr,On-site,Permanent,< 3 months,No,3,74,Yes,Rarely,Always,Often,Often,Yes,3,3,3,4,2-3,3,"Uses_MFA,Reports_Phishing,Personal_Device_Use,Admin_Priv"
25-34,Female,HR,Manager,3-5 yrs,Hybrid,Permanent,3-6 mo,Yes,3,64,Yes,Often,Sometimes,Never,Often,No,4,4,5,3,0,0,"Uses_MFA,Early_Password_Change,Reports_Phishing"
35-44,Female,Sales,Manager,< 1 yr,On-site,Permanent,< 3 months,Yes,3,83,Yes,Rarely,Always,Sometimes,Often,Yes,3,1,5,3,2-3,2,"Uses_MFA,Reports_Phishing,Personal_Device_Use,Admin_Priv"
35-44,Female,Sales,Intermediate,3-5 yrs,On-site,Permanent,< 3 months,No,3,71,Yes,Rarely,Always,Never,Often,No,3,4,5,1,0,0,"Uses_MFA,Reports_Phishing"
35-44,Female,IT,Entry,1-3 yrs,Fully Remote,Intern,> 12 mo,Yes,3,55,No,Rarely,Always,Often,Often,No,4,4,3,4,1,1,"Uses_MFA,Reports_Phishing,Personal_Device_Use,Remote_Work"
35-44,Male,Sales,Intermediate,3-5 yrs,Fully Remote,Permanent,6-12 mo,Yes,3,65,Yes,Often,Always,Never,Often,Yes,3,2,3,4,2-3,2,"Uses_MFA,Early_Password_Change,Reports_Phishing,Remote_Work,Admin_Priv"
25-34,Female,R&D,Intermediate,1-3 yrs,Fully Remote,Permanent,> 12 mo,Yes,4,64,Yes,Sometimes,Sometimes,Rarely,Always,No,4,4,4,4,0,0,"Uses_MFA,Reports_Phishing,Remote_Work"
35-44,Male,Marketing,Executive,5-10 yrs,On-site,Permanent,3-6 mo,Yes,3,78,Yes,Sometimes,Always,Never,Never,No,4,3,3,5,2-3,3,Uses_MFA
35-44,Male,Finance,Entry,< 1 yr,On-site,Permanent,> 12 mo,Yes,2,55,No,Often,Always,Sometimes,Often,No,5,3,4,5,0,0,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use"
25-34,Female,Other,Entry,3-5 yrs,On-site,Permanent,< 3 months,No,2,67,Yes,Sometimes,Always,Often,Sometimes,Yes,3,3,5,4,2-3,3,"Uses_MFA,Personal_Device_Use,Admin_Priv"
35-44,Male,Marketing,Intermediate,1-3 yrs,On-site,Permanent,3-6 mo,No,3,43,No,Rarely,Always,Rarely,Always,No,2,4,1,3,1,1,"Uses_MFA,Reports_Phishing"
45-54,Male,IT,Intermediate,1-3 yrs,Fully Remote,Permanent,6-12 mo,Yes,5,64,Yes,Always,Always,Often,Often,No,4,2,4,1,1,1,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use,Remote_Work"
35-44,Male,Marketing,Intermediate,1-3 yrs,Hybrid,Permanent,6-12 mo,Yes,3,31,No,Often,Always,Sometimes,Sometimes,No,3,3,3,4,2-3,2,"Uses_MFA,Early_Password_Change,Personal_Device_Use"
18-24,Male,Operations,Entry,1-3 yrs,Hybrid,Permanent,< 3 months,Yes,4,81,Yes,Often,Always,Sometimes,Often,No,5,3,2,2,1,1,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use"
25-34,Female,R&D,Director,> 10 yrs,On-site,Permanent,6-12 mo,Yes,4,68,Yes,Always,Always,Rarely,Often,No,2,3,3,3,0,0,"Uses_MFA,Early_Password_Change,Reports_Phishing"
18-24,Prefer not to say,Sales,Manager,5-10 yrs,Hybrid,Contractor,< 3 months,Yes,3,72,Yes,Sometimes,Always,Always,Often,No,3,4,4,5,0,0,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
25-34,Male,HR,Director,3-5 yrs,Hybrid,Permanent,> 12 mo,Yes,3,6,No,Never,Sometimes,Sometimes,Sometimes,No,4,3,1,5,1,1,"Uses_MFA,Personal_Device_Use"
35-44,Female,Sales,Executive,5-10 yrs,Fully Remote,Permanent,> 12 mo,Yes,2,27,No,Rarely,Always,Rarely,Sometimes,No,3,2,5,3,0,0,"Uses_MFA,Remote_Work"
25-34,Female,Marketing,Director,3-5 yrs,Hybrid,Permanent,< 3 months,Yes,2,69,Yes,Rarely,Sometimes,Rarely,Rarely,No,3,3,3,3,1,1,Uses_MFA
25-34,Female,IT,Intermediate,3-5 yrs,On-site,Permanent,> 12 mo,Yes,2,75,Yes,Sometimes,Always,Sometimes,Often,No,2,2,4,4,1,1,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
45-54,Male,HR,Entry,< 1 yr,Fully Remote,Permanent,6-12 mo,Yes,3,14,No,Rarely,Never,Often,Often,No,5,4,5,3,2-3,2,"Reports_Phishing,Personal_Device_Use,Remote_Work"
25-34,Male,IT,Intermediate,5-10 yrs,Fully Remote,Permanent,3-6 mo,No,5,87,Yes,Often,Always,Sometimes,Often,No,3,3,3,2,0,0,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use,Remote_Work"
25-34,Female,R&D,Intermediate,3-5 yrs,On-site,Permanent,3-6 mo,Yes,4,68,Yes,Often,Sometimes,Sometimes,Often,No,5,3,5,2,2-3,2,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use"
25-34,Male,Operations,Entry,< 1 yr,Hybrid,Permanent,3-6 mo,Yes,5,68,Yes,Always,Never,Rarely,Always,No,3,5,4,3,2-3,2,"Early_Password_Change,Reports_Phishing"
35-44,Male,Marketing,Entry,< 1 yr,On-site,Permanent,6-12 mo,No,3,1,No,Sometimes,Always,Often,Rarely,No,2,3,3,5,1,1,"Uses_MFA,Personal_Device_Use"
25-34,Male,HR,Director,3-5 yrs,Fully Remote,Permanent,< 3 months,No,4,79,Yes,Often,Sometimes,Always,Often,No,3,2,2,3,0,0,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use,Remote_Work"
18-24,Male,Marketing,Entry,< 1 yr,On-site,Permanent,6-12 mo,Yes,3,70,Yes,Always,Always,Sometimes,Often,No,4,3,4,3,2-3,2,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use"
45-54,Female,R&D,Entry,< 1 yr,On-site,Permanent,< 3 months,Yes,3,48,No,Always,Always,Rarely,Often,No,3,4,3,1,1,1,"Uses_MFA,Early_Password_Change,Reports_Phishing"
25-34,Male,R&D,Director,> 10 yrs,Hybrid,Contractor,3-6 mo,Yes,2,49,No,Often,Sometimes,Never,Often,No,4,4,2,1,1,1,"Uses_MFA,Early_Password_Change,Reports_Phishing"
18-24,Male,Operations,Manager,3-5 yrs,Hybrid,Permanent,Never,Yes,3,39,No,Sometimes,Always,Sometimes,Rarely,No,5,3,3,4,0,0,"Uses_MFA,Personal_Device_Use"
25-34,Male,Marketing,Executive,> 10 yrs,Hybrid,Intern,6-12 mo,No,3,60,Yes,Sometimes,Never,Often,Often,No,5,3,5,4,1,1,"Reports_Phishing,Personal_Device_Use"
45-54,Female,Sales,Intermediate,< 1 yr,On-site,Permanent,3-6 mo,Yes,1,43,No,Rarely,Sometimes,Rarely,Always,Yes,2,4,4,2,0,0,"Uses_MFA,Reports_Phishing,Admin_Priv"
25-34,Female,Operations,Intermediate,1-3 yrs,On-site,Permanent,< 3 months,No,3,63,Yes,Often,Always,Never,Rarely,No,4,4,3,5,1,1,"Uses_MFA,Early_Password_Change"
25-34,Male,IT,Executive,> 10 yrs,On-site,Permanent,> 12 mo,Yes,2,55,No,Often,Always,Always,Rarely,No,3,1,3,5,2-3,3,"Uses_MFA,Early_Password_Change,Personal_Device_Use"
18-24,Male,R&D,Intermediate,5-10 yrs,Hybrid,Permanent,> 12 mo,Yes,2,63,Yes,Rarely,Sometimes,Sometimes,Always,No,3,2,3,2,>3,6,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
35-44,Female,IT,Entry,< 1 yr,Fully Remote,Contractor,Never,No,4,37,No,Rarely,Never,Often,Often,No,4,4,4,4,1,1,"Reports_Phishing,Personal_Device_Use,Remote_Work"
45-54,Male,Sales,Director,5-10 yrs,Hybrid,Permanent,> 12 mo,No,3,37,No,Never,Never,Often,Rarely,No,4,3,3,1,2-3,2,Personal_Device_Use
45-54,Prefer not to say,R&D,Intermediate,> 10 yrs,Hybrid,Permanent,< 3 months,No,2,62,Yes,Sometimes,Sometimes,Sometimes,Always,No,4,2,4,5,1,1,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
25-34,Male,R&D,Director,> 10 yrs,Hybrid,Permanent,< 3 months,Yes,5,64,Yes,Sometimes,Always,Never,Always,No,5,2,3,4,0,0,"Uses_MFA,Reports_Phishing"
35-44,Male,Marketing,Manager,1-3 yrs,Hybrid,Permanent,< 3 months,No,3,57,No,Sometimes,Always,Often,Rarely,No,4,5,1,3,0,0,"Uses_MFA,Personal_Device_Use"
25-34,Male,Marketing,Intermediate,1-3 yrs,Hybrid,Permanent,3-6 mo,No,3,49,No,Rarely,Always,Sometimes,Never,No,4,4,3,1,2-3,3,"Uses_MFA,Personal_Device_Use"
25-34,Male,Sales,Entry,1-3 yrs,Fully Remote,Permanent,< 3 months,Yes,4,50,No,Sometimes,Sometimes,Always,Rarely,No,3,4,4,3,1,1,"Uses_MFA,Personal_Device_Use,Remote_Work"
25-34,Male,Sales,Manager,3-5 yrs,Fully Remote,Permanent,3-6 mo,Yes,3,65,Yes,Rarely,Sometimes,Never,Often,No,4,2,3,4,1,1,"Uses_MFA,Reports_Phishing,Remote_Work"
35-44,Female,Finance,Manager,1-3 yrs,Fully Remote,Contractor,Never,Yes,4,42,No,Rarely,Always,Never,Often,No,3,3,4,4,0,0,"Uses_MFA,Reports_Phishing,Remote_Work"
35-44,Male,Operations,Intermediate,5-10 yrs,Hybrid,Permanent,> 12 mo,No,4,89,Yes,Always,Always,Never,Often,No,4,4,1,3,2-3,3,"Uses_MFA,Early_Password_Change,Reports_Phishing"
25-34,Female,IT,Entry,< 1 yr,Fully Remote,Permanent,> 12 mo,No,5,61,Yes,Never,Sometimes,Sometimes,Sometimes,No,5,5,4,4,>3,4,"Uses_MFA,Personal_Device_Use,Remote_Work"
45-54,Female,Sales,Intermediate,3-5 yrs,On-site,Permanent,> 12 mo,Yes,3,34,No,Rarely,Always,Often,Often,No,4,5,3,3,1,1,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
25-34,Prefer not to say,Finance,Entry,< 1 yr,Fully Remote,Permanent,3-6 mo,No,3,88,Yes,Often,Always,Never,Always,No,4,1,3,2,0,0,"Uses_MFA,Early_Password_Change,Reports_Phishing,Remote_Work"
25-34,Prefer not to say,Marketing,Manager,5-10 yrs,Hybrid,Permanent,6-12 mo,Yes,5,87,Yes,Often,Always,Never,Rarely,No,5,3,3,3,0,0,"Uses_MFA,Early_Password_Change"
25-34,Male,Marketing,Director,> 10 yrs,Hybrid,Permanent,> 12 mo,Yes,3,70,Yes,Always,Always,Sometimes,Often,No,4,4,3,1,2-3,2,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use"
25-34,Male,Operations,Manager,> 10 yrs,Hybrid,Permanent,6-12 mo,Yes,2,48,No,Sometimes,Always,Often,Rarely,No,2,4,4,3,1,1,"Uses_MFA,Personal_Device_Use"
25-34,Female,Operations,Entry,< 1 yr,On-site,Permanent,3-6 mo,No,1,55,No,Always,Always,Always,Always,No,4,3,4,4,2-3,2,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use"
35-44,Male,Finance,Executive,3-5 yrs,Fully Remote,Permanent,6-12 mo,No,4,87,Yes,Often,Sometimes,Never,Often,No,3,1,4,3,1,1,"Uses_MFA,Early_Password_Change,Reports_Phishing,Remote_Work"
55+,Non-binary,Operations,Entry,< 1 yr,Fully Remote,Permanent,Never,Yes,4,25,No,Always,Always,Often,Rarely,No,2,5,4,2,2-3,2,"Uses_MFA,Early_Password_Change,Personal_Device_Use,Remote_Work"
25-34,Male,Finance,Intermediate,1-3 yrs,On-site,Permanent,< 3 months,Yes,3,88,Yes,Always,Always,Always,Often,No,3,3,4,3,2-3,2,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use"
18-24,Male,Sales,Intermediate,3-5 yrs,Hybrid,Permanent,< 3 months,No,4,52,No,Always,Always,Often,Often,No,3,5,5,3,1,1,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use"
25-34,Male,Operations,Director,1-3 yrs,Fully Remote,Permanent,< 3 months,Yes,4,76,Yes,Sometimes,Never,Sometimes,Often,No,1,4,4,4,1,1,"Reports_Phishing,Personal_Device_Use,Remote_Work"
25-34,Male,Operations,Entry,3-5 yrs,Fully Remote,Permanent,3-6 mo,No,2,65,Yes,Sometimes,Always,Sometimes,Rarely,No,4,3,5,3,0,0,"Uses_MFA,Personal_Device_Use,Remote_Work"
25-34,Female,R&D,Intermediate,5-10 yrs,Hybrid,Permanent,< 3 months,No,1,43,No,Sometimes,Always,Often,Often,Yes,4,3,4,4,>3,6,"Uses_MFA,Reports_Phishing,Personal_Device_Use,Admin_Priv"
18-24,Prefer not to say,Finance,Intermediate,5-10 yrs,On-site,Permanent,6-12 mo,No,1,76,Yes,Sometimes,Always,Rarely,Often,No,3,4,5,4,0,0,"Uses_MFA,Reports_Phishing"
45-54,Male,Sales,Executive,> 10 yrs,Fully Remote,Permanent,< 3 months,Yes,4,93,Yes,Sometimes,Always,Never,Rarely,No,3,4,3,4,0,0,"Uses_MFA,Remote_Work"
25-34,Female,R&D,Entry,< 1 yr,Hybrid,Permanent,6-12 mo,Yes,3,53,No,Always,Always,Sometimes,Rarely,Yes,4,4,3,4,2-3,3,"Uses_MFA,Early_Password_Change,Personal_Device_Use,Admin_Priv"
25-34,Female,Sales,Director,5-10 yrs,Hybrid,Permanent,< 3 months,Yes,4,75,Yes,Never,Always,Never,Sometimes,No,5,4,4,4,1,1,Uses_MFA
18-24,Male,HR,Manager,3-5 yrs,Fully Remote,Permanent,6-12 mo,No,5,85,Yes,Sometimes,Always,Always,Never,Yes,3,3,2,2,2-3,2,"Uses_MFA,Personal_Device_Use,Remote_Work,Admin_Priv"
45-54,Male,Sales,Intermediate,1-3 yrs,Fully Remote,Permanent,< 3 months,Yes,3,43,No,Never,Always,Often,Always,No,4,5,3,4,0,0,"Uses_MFA,Reports_Phishing,Personal_Device_Use,Remote_Work"
25-34,Male,Finance,Intermediate,1-3 yrs,Hybrid,Permanent,3-6 mo,Yes,3,60,Yes,Sometimes,Always,Always,Rarely,No,3,4,4,3,0,0,"Uses_MFA,Personal_Device_Use"
25-34,Male,R&D,Intermediate,1-3 yrs,On-site,Permanent,< 3 months,Yes,3,71,Yes,Sometimes,Always,Always,Sometimes,No,4,2,4,1,0,0,"Uses_MFA,Personal_Device_Use"
25-34,Male,Sales,Intermediate,3-5 yrs,On-site,Permanent,> 12 mo,No,3,42,No,Often,Sometimes,Never,Always,No,4,2,4,3,2-3,2,"Uses_MFA,Early_Password_Change,Reports_Phishing"
25-34,Female,Sales,Director,> 10 yrs,Fully Remote,Intern,3-6 mo,Yes,5,51,No,Sometimes,Never,Sometimes,Sometimes,No,4,4,4,5,2-3,2,"Personal_Device_Use,Remote_Work"
25-34,Male,Sales,Intermediate,5-10 yrs,On-site,Permanent,> 12 mo,No,2,70,Yes,Rarely,Sometimes,Often,Often,No,4,3,2,2,2-3,2,"Uses_MFA,Reports_Phishing,Personal_Device_Use"
25-34,Female,Operations,Intermediate,3-5 yrs,On-site,Permanent,6-12 mo,No,3,53,No,Sometimes,Always,Rarely,Always,No,3,3,4,2,1,1,"Uses_MFA,Reports_Phishing"
25-34,Female,R&D,Intermediate,1-3 yrs,Hybrid,Permanent,6-12 mo,Yes,2,53,No,Rarely,Always,Rarely,Often,No,3,4,5,4,1,1,"Uses_MFA,Reports_Phishing"
25-34,Male,IT,Entry,< 1 yr,On-site,Permanent,> 12 mo,No,4,47,No,Always,Always,Always,Always,No,3,5,3,1,1,1,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use"
25-34,Male,R&D,Executive,> 10 yrs,Fully Remote,Permanent,< 3 months,No,2,78,Yes,Often,Sometimes,Sometimes,Often,No,5,3,4,3,1,1,"Uses_MFA,Early_Password_Change,Reports_Phishing,Personal_Device_Use,Remote_Work"
45-54,Male,Operations,Intermediate,5-10 yrs,Hybrid,Permanent,< 3 months,Yes,4,95,Yes,Rarely,Sometimes,Rarely,Often,No,4,3,4,4,1,1,"Uses_MFA,Reports_Phishing"
25-34,Male,IT,Manager,> 10 yrs,On-site,Intern,< 3 months,Yes,4,75,Yes,Sometimes,Always,Always,Sometimes,Yes,5,3,3,5,>3,4,"Uses_MFA,Personal_Device_Use,Admin_Priv"
25-34,Male,Other,Manager,3-5 yrs,Hybrid,Permanent,< 3 months,No,4,93,Yes,Rarely,Always,Rarely,Rarely,No,1,5,5,4,2-3,2,Uses_MFA
35-44,Male,Other,Director,3-5 yrs,Fully Remote,Permanent,Never,No,4,44,No,Often,Always,Never,Rarely,No,4,5,3,4,1,1,"Uses_MFA,Early_Password_Change,Remote_Work"
35-44,Female,Marketing,Director,3-5 yrs,Hybrid,Permanent,> 12 mo,No,3,70,Yes,Sometimes,Sometimes,Never,Sometimes,No,5,2,3,4,0,0,Uses_MFA
35-44,Male,Operations,Intermediate,> 10 yrs,Hybrid,Permanent,< 3 months,No,3,81,Yes,Often,Always,Rarely,Always,No,5,2,4,2,0,0,"Uses_MFA,Early_Password_Change,Reports_Phishing"
25-34,Male,Operations,Director,< 1 yr,Hybrid,Intern,> 12 mo,No,4,69,Yes,Sometimes,Sometimes,Never,Sometimes,No,1,3,3,5,2-3,3,Uses_MFA
25-34,Female,Finance,Intermediate,5-10 yrs,Hybrid,Permanent,Never,Yes,5,70,Yes,Never,Always,Never,Sometimes,No,3,3,5,4,0,0,Uses_MFA
55+,Female,IT,Intermediate,1-3 yrs,On-site,Contractor,Never,Yes,4,47,No,Always,Always,Never,Always,No,4,3,4,3,0,0,"Uses_MFA,Early_Password_Change,Reports_Phishing"
